dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,abbreviation,dept_code,report_quarter,report_fiscal_year,dept_major_code
Revenue,30044546,2018,Target Budget,Full Year,2018-03-31,Department of Revenue,Revenue,36,3,2018,36
Sheriff,25474111,2018,Target Budget,Full Year,2018-03-31,Office of the Sheriff,Sheriff,70,3,2018,70
Sinking Fund Commission (Debt Service),296019214,2018,Target Budget,Full Year,2018-03-31,Sinking Fund Commission,Sinking Fund,37,3,2018,37
Streets,136202512,2018,Target Budget,Full Year,2018-03-31,Streets Department,Streets,12,3,2018,12
Art Museum Subsidy,2550000,2018,Current Projection,Full Year,2018-03-31,Art Museum,,34,3,2018,34
Atwater Kent Museum,297148,2018,Current Projection,Full Year,2018-03-31,Atwater Kent Museum,Atwater Kent,18,3,2018,18
Auditing (City Controller's Office),8695504,2018,Current Projection,Full Year,2018-03-31,City Controller's Office,,61,3,2018,61
Board of Ethics,1073764,2018,Current Projection,Full Year,2018-03-31,Board of Ethics,,45,3,2018,45
Board of Revision of Taxes,1024977,2018,Current Projection,Full Year,2018-03-31,Board of Revision of Taxes,BRT,63,3,2018,63
City Commissioners (Election Board),9877982,2018,Current Projection,Full Year,2018-03-31,City Commissioner's Office,City Commissioners,73,3,2018,73
City Council,17325693,2018,Current Projection,Full Year,2018-03-31,City Council,,01,3,2018,01
City Planning Commission,0,2018,Current Projection,Full Year,2018-03-31,City Planning Commission,,51,3,2018,51
City Representative,1212949,2018,Current Projection,Full Year,2018-03-31,Office of the City Representative,City Rep,41,3,2018,41
City Treasurer,1161245,2018,Current Projection,Full Year,2018-03-31,Office of the City Treasurer,City Treasurer,40,3,2018,40
Civil Service Commission (1),20388367,2018,Current Projection,Full Year,2018-03-31,Civil Service Commission,,55,3,2018,55
Commerce,5617326,2018,Current Projection,Full Year,2018-03-31,Office of the Director of Commerce,Commerce,42,3,2018,42
Commerce-Convention Center Subsidy,15000000,2018,Current Projection,Full Year,2018-03-31,Commerce: Convention Center Subsidy,,42CC,3,2018,42
Commerce-Economic Stimulus,2854448,2018,Current Projection,Full Year,2018-03-31,Commerce: Economic Stimulus,,42ES,3,2018,42
District Attorney,36524364,2018,Current Projection,Full Year,2018-03-31,District Attorney's Office,DAO,69,3,2018,69
Finance,14557786,2018,Current Projection,Full Year,2018-03-31,Office of the Director of Finance,Finance,35,3,2018,35
Finance-Disability-Reg #32 Payroll,2650000,2018,Current Projection,Full Year,2018-03-31,Finance: Reg #32,,35R32,3,2018,35
Finance-Federal Grant Reserve,50893000,2018,Current Projection,Full Year,2018-03-31,Finance: Federal Grant Reserve,,35FGR,3,2018,35
Finance-Community College Subsidy,30409207,2018,Current Projection,Full Year,2018-03-31,Finance: Community College Subsidy,,35CC,3,2018,35
Finance - Employee Benefits,1299433756,2018,Current Projection,Full Year,2018-03-31,Finance: Employee Benefits,,35EB,3,2018,35
Finance-Hero Scholarship Awards,25000,2018,Current Projection,Full Year,2018-03-31,Finance: Hero Scholarship Awards,,35HA,3,2018,35
Finance-Indemnities,44920000,2018,Current Projection,Full Year,2018-03-31,Finance: Indemnities,,35IN,3,2018,35
Finance-Refunds,250000,2018,Current Projection,Full Year,2018-03-31,Finance: Refunds,,35R,3,2018,35
Finance-School District Contribution,104348281,2018,Current Projection,Full Year,2018-03-31,Finance: School District Contribution,,35SD,3,2018,35
Finance-Witness Fees,171518,2018,Current Projection,Full Year,2018-03-31,Finance: Witness Fees,,35WF,3,2018,35
Fire,260017239,2018,Current Projection,Full Year,2018-03-31,Fire Department,Fire,13,3,2018,13
First Judicial District,109498628,2018,Current Projection,Full Year,2018-03-31,First Judicial District,FJD,84,3,2018,84
Fleet Management,48870252,2018,Current Projection,Full Year,2018-03-31,Office of Fleet Management,Fleet,25,3,2018,25
Fleet Management - Vehicle Purchases,16047739,2018,Current Projection,Full Year,2018-03-31,Fleet: Vehicle Lease/Purchases,,25V,3,2018,25
Free Library,41102030,2018,Current Projection,Full Year,2018-03-31,The Free Library of Philadelphia,Free Library,52,3,2018,52
Historical Commission,0,2018,Current Projection,Full Year,2018-03-31,Historical Commission,,32,3,2018,32
Human Relations Commission,2154570,2018,Current Projection,Full Year,2018-03-31,Commission on Human Relations,Human Relations,54,3,2018,54
Human Services,109035530,2018,Current Projection,Full Year,2018-03-31,Department of Human Services,DHS,22,3,2018,22
Labor,1558598,2018,Current Projection,Full Year,2018-03-31,Labor,,03,3,2018,03
Law,15215686,2018,Current Projection,Full Year,2018-03-31,Law Department,Law,44,3,2018,44
Licenses & Inspections,35428244,2018,Current Projection,Full Year,2018-03-31,Department of Licenses and Inspections,L&I,26,3,2018,26
L&I-Board of Building Standards,73911,2018,Current Projection,Full Year,2018-03-31,L&I: Board of Building and Standards,,29,3,2018,29
L&I-Board of L & I Review,168349,2018,Current Projection,Full Year,2018-03-31,L&I: Board of Review,,27,3,2018,27
L&I-Zoning Board of Adjustment,0,2018,Current Projection,Full Year,2018-03-31,Zoning Board of Adjustments,ZBA,30,3,2018,30
Managing Director's Office,42792612,2018,Current Projection,Full Year,2018-03-31,Managing Director's Office,MDO,10,3,2018,10
Managing Director-Legal Services,48824041,2018,Current Projection,Full Year,2018-03-31,MDO: Legal Services,,10LS,3,2018,10
Mayor's Office,4425997,2018,Current Projection,Full Year,2018-03-31,Mayor's Office,Mayor,05,3,2018,05
Mayor's Office-Scholarships,200000,2018,Current Projection,Full Year,2018-03-31,Mayor's Office: Scholarships,,05S,3,2018,05
Mayor's Office-Comm. Empowerment & Opp.,2141500,2018,Current Projection,Full Year,2018-03-31,Mayor's Office of Community Empowerment and Opportunity,CEO,08,3,2018,08
Mural Arts Program,1909016,2018,Current Projection,Full Year,2018-03-31,Mural Arts Program,Mural Arts,50,3,2018,50
Office of Arts and Culture,4152056,2018,Current Projection,Full Year,2018-03-31,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58,3,2018,58
Office of Behavioral Hith & Intellectual disAbility,14200404,2018,Current Projection,Full Year,2018-03-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,3,2018,15
Office of the Chief Administrative Officer,8141455,2018,Current Projection,Full Year,2018-03-31,Office of the Chief Administrative Officer,CAO,65,3,2018,65
Office of Community Schools and Pre-K,23191679,2018,Current Projection,Full Year,2018-03-31,Office of Children and Families,OCF,66,3,2018,66
Office of Homeless Services,48012584,2018,Current Projection,Full Year,2018-03-31,Office of Homeless Services,OHS,24,3,2018,24
Office of Housing and Comm. Development,0,2018,Current Projection,Full Year,2018-03-31,Office of Housing and Community Development,,06,3,2018,06
Office of Human Resources,5867729,2018,Current Projection,Full Year,2018-03-31,Office of Human Resources,OHR,56,3,2018,56
Office of Innovation and Technology-Base,61894584,2018,Current Projection,Full Year,2018-03-31,Office of Innovation and Technology,OIT,04,3,2018,04
Office of Innovation and Technology-911,20605908,2018,Current Projection,Full Year,2018-03-31,OIT: 911,,04911,3,2018,04
Office of the Inspector General,1636311,2018,Current Projection,Full Year,2018-03-31,Office of the Inspector General,OIG,48,3,2018,48
Office of Planning and Development,0,2018,Current Projection,Full Year,2018-03-31,Mayor's Office of Planning and Development,,62,3,2018,62
Office of Property Assessment,13815630,2018,Current Projection,Full Year,2018-03-31,Office of Property Assessment,OPA,59,3,2018,59
Office of Sustainability,929944,2018,Current Projection,Full Year,2018-03-31,Office of Sustainability,Sustainability,49,3,2018,49
Parks and Recreation,61058911,2018,Current Projection,Full Year,2018-03-31,Department of Parks and Recreation,Parks & Recreation,16,3,2018,16
Planning & Development,8769306,2018,Current Projection,Full Year,2018-03-31,Department of Planning and Development,Planning & Development,72,3,2018,72
Police,691342170,2018,Current Projection,Full Year,2018-03-31,Police Department,Police,11,3,2018,11
Prisons,262744745,2018,Current Projection,Full Year,2018-03-31,Philadelphia Prison System,Prisons,23,3,2018,23
Procurement,4881345,2018,Current Projection,Full Year,2018-03-31,Procurement Department,Procurement,38,3,2018,38
Public Health,136325462,2018,Current Projection,Full Year,2018-03-31,Department of Public Health,Public Health,14,3,2018,14
Public Property,65180347,2018,Current Projection,Full Year,2018-03-31,Department of Public Property,Public Property,20,3,2018,20
Public Property-SEPTA Subsidy,82749000,2018,Current Projection,Full Year,2018-03-31,Public Property: SEPTA Subsidy,,20SS,3,2018,20
Public Property-Space Rentals,24450268,2018,Current Projection,Full Year,2018-03-31,Public Property: Space Rentals,,20SR,3,2018,20
Public Property-Utilities,24655024,2018,Current Projection,Full Year,2018-03-31,Public Property: Utilities,,20U,3,2018,20
Records,4774091,2018,Current Projection,Full Year,2018-03-31,Department of Records,Records,31,3,2018,31
Register of Wills,4381203,2018,Current Projection,Full Year,2018-03-31,Register of Wills,,68,3,2018,68
Revenue,30044546,2018,Current Projection,Full Year,2018-03-31,Department of Revenue,Revenue,36,3,2018,36
Sheriff,26315276,2018,Current Projection,Full Year,2018-03-31,Office of the Sheriff,Sheriff,70,3,2018,70
Sinking Fund Commission (Debt Service),296019214,2018,Current Projection,Full Year,2018-03-31,Sinking Fund Commission,Sinking Fund,37,3,2018,37
Streets,136202512,2018,Current Projection,Full Year,2018-03-31,Streets Department,Streets,12,3,2018,12
Art Museum Subsidy,1275000,2018,Target Budget,YTD,2017-12-31,Art Museum,,34,2,2018,34
Atwater Kent Museum,166378,2018,Target Budget,YTD,2017-12-31,Atwater Kent Museum,Atwater Kent,18,2,2018,18
Auditing (City Controller's Office),4009794,2018,Target Budget,YTD,2017-12-31,City Controller's Office,,61,2,2018,61
Board of Ethics,446547,2018,Target Budget,YTD,2017-12-31,Board of Ethics,,45,2,2018,45
Board of Revision of Taxes,441346,2018,Target Budget,YTD,2017-12-31,Board of Revision of Taxes,BRT,63,2,2018,63
City Commissioners (Election Board),4860987,2018,Target Budget,YTD,2017-12-31,City Commissioner's Office,City Commissioners,73,2,2018,73
City Council,7598116,2018,Target Budget,YTD,2017-12-31,City Council,,01,2,2018,01
City Planning Commission,0,2018,Target Budget,YTD,2017-12-31,City Planning Commission,,51,2,2018,51
City Representative,250884,2018,Target Budget,YTD,2017-12-31,Office of the City Representative,City Rep,41,2,2018,41
City Treasurer,558574,2018,Target Budget,YTD,2017-12-31,Office of the City Treasurer,City Treasurer,40,2,2018,40
Civil Service Commission (1),101721,2018,Target Budget,YTD,2017-12-31,Civil Service Commission,,55,2,2018,55
Commerce,4032152,2018,Target Budget,YTD,2017-12-31,Office of the Director of Commerce,Commerce,42,2,2018,42
Commerce-Convention Center Subsidy,15000000,2018,Target Budget,YTD,2017-12-31,Commerce: Convention Center Subsidy,,42CC,2,2018,42
Commerce-Economic Stimulus,2794448,2018,Target Budget,YTD,2017-12-31,Commerce: Economic Stimulus,,42ES,2,2018,42
District Attorney,16828374,2018,Target Budget,YTD,2017-12-31,District Attorney's Office,DAO,69,2,2018,69
Finance,7711582,2018,Target Budget,YTD,2017-12-31,Office of the Director of Finance,Finance,35,2,2018,35
Finance-Disability-Reg #32 Payroll,1060876,2018,Target Budget,YTD,2017-12-31,Finance: Reg #32,,35R32,2,2018,35
Finance-Federal Grant Reserve,0,2018,Target Budget,YTD,2017-12-31,Finance: Federal Grant Reserve,,35FGR,2,2018,35
Finance-Community College Subsidy,30409207,2018,Target Budget,YTD,2017-12-31,Finance: Community College Subsidy,,35CC,2,2018,35
Finance - Employee Benefits,330879427,2018,Target Budget,YTD,2017-12-31,Finance: Employee Benefits,,35EB,2,2018,35
Finance-Hero Scholarship Awards,2000,2018,Target Budget,YTD,2017-12-31,Finance: Hero Scholarship Awards,,35HA,2,2018,35
Finance-Indemnities,20688418,2018,Target Budget,YTD,2017-12-31,Finance: Indemnities,,35IN,2,2018,35
Finance-Refunds,0,2018,Target Budget,YTD,2017-12-31,Finance: Refunds,,35R,2,2018,35
Finance-School District Contribution,0,2018,Target Budget,YTD,2017-12-31,Finance: School District Contribution,,35SD,2,2018,35
Finance-Witness Fees,31717,2018,Target Budget,YTD,2017-12-31,Finance: Witness Fees,,35WF,2,2018,35
Fire,114489543,2018,Target Budget,YTD,2017-12-31,Fire Department,Fire,13,2,2018,13
First Judicial District,52333850,2018,Target Budget,YTD,2017-12-31,First Judicial District,FJD,84,2,2018,84
Fleet Management,26162033,2018,Target Budget,YTD,2017-12-31,Office of Fleet Management,Fleet,25,2,2018,25
Fleet Management - Vehicle Purchases,12982456,2018,Target Budget,YTD,2017-12-31,Fleet: Vehicle Lease/Purchases,,25V,2,2018,25
Free Library,21819796,2018,Target Budget,YTD,2017-12-31,The Free Library of Philadelphia,Free Library,52,2,2018,52
Historical Commission,0,2018,Target Budget,YTD,2017-12-31,Historical Commission,,32,2,2018,32
Human Relations Commission,914547,2018,Target Budget,YTD,2017-12-31,Commission on Human Relations,Human Relations,54,2,2018,54
Human Services,74100497,2018,Target Budget,YTD,2017-12-31,Department of Human Services,DHS,22,2,2018,22
Labor,669976,2018,Target Budget,YTD,2017-12-31,Labor,,03,2,2018,03
Law,8527614,2018,Target Budget,YTD,2017-12-31,Law Department,Law,44,2,2018,44
Licenses & Inspections,15794134,2018,Target Budget,YTD,2017-12-31,Department of Licenses and Inspections,L&I,26,2,2018,26
L&I-Board of Building Standards,22138,2018,Target Budget,YTD,2017-12-31,L&I: Board of Building and Standards,,29,2,2018,29
L&I-Board of L & I Review,80423,2018,Target Budget,YTD,2017-12-31,L&I: Board of Review,,27,2,2018,27
L&I-Zoning Board of Adjustment,0,2018,Target Budget,YTD,2017-12-31,Zoning Board of Adjustments,ZBA,30,2,2018,30
Managing Director's Office,21838522,2018,Target Budget,YTD,2017-12-31,Managing Director's Office,MDO,10,2,2018,10
Managing Director-Legal Services,48824041,2018,Target Budget,YTD,2017-12-31,MDO: Legal Services,,10LS,2,2018,10
Mayor's Office,1985195,2018,Target Budget,YTD,2017-12-31,Mayor's Office,Mayor,05,2,2018,05
Mayor's Office-Scholarships,170000,2018,Target Budget,YTD,2017-12-31,Mayor's Office: Scholarships,,05S,2,2018,05
Mayor's Office-Comm. Empowerment & Opp.,1477192,2018,Target Budget,YTD,2017-12-31,Mayor's Office of Community Empowerment and Opportunity,CEO,08,2,2018,08
Mural Arts Program,249047,2018,Target Budget,YTD,2017-12-31,Mural Arts Program,Mural Arts,50,2,2018,50
Office of Arts and Culture,3954484,2018,Target Budget,YTD,2017-12-31,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58,2,2018,58
Office of Behavioral Hith & Intellectual disAbility,13345859,2018,Target Budget,YTD,2017-12-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,2,2018,15
Office of the Chief Administrative Officer,2789324,2018,Target Budget,YTD,2017-12-31,Office of the Chief Administrative Officer,CAO,65,2,2018,65
Office of Community Schools and Pre-K,21399726,2018,Target Budget,YTD,2017-12-31,Office of Children and Families,OCF,66,2,2018,66
Office of Homeless Services,28192260,2018,Target Budget,YTD,2017-12-31,Office of Homeless Services,OHS,24,2,2018,24
Office of Housing and Comm. Development,0,2018,Target Budget,YTD,2017-12-31,Office of Housing and Community Development,,06,2,2018,06
Office of Human Resources,2745326,2018,Target Budget,YTD,2017-12-31,Office of Human Resources,OHR,56,2,2018,56
Office of Innovation and Technology-Base,31874457,2018,Target Budget,YTD,2017-12-31,Office of Innovation and Technology,OIT,04,2,2018,04
Office of Innovation and Technology-911,9812328,2018,Target Budget,YTD,2017-12-31,OIT: 911,,04911,2,2018,04
Office of the Inspector General,670236,2018,Target Budget,YTD,2017-12-31,Office of the Inspector General,OIG,48,2,2018,48
Office of Planning and Development,0,2018,Target Budget,YTD,2017-12-31,Mayor's Office of Planning and Development,,62,2,2018,62
Office of Property Assessment,6131793,2018,Target Budget,YTD,2017-12-31,Office of Property Assessment,OPA,59,2,2018,59
Office of Sustainability,473535,2018,Target Budget,YTD,2017-12-31,Office of Sustainability,Sustainability,49,2,2018,49
Parks and Recreation,36197613,2018,Target Budget,YTD,2017-12-31,Department of Parks and Recreation,Parks & Recreation,16,2,2018,16
Planning & Development,5555594,2018,Target Budget,YTD,2017-12-31,Department of Planning and Development,Planning & Development,72,2,2018,72
Police,325672058,2018,Target Budget,YTD,2017-12-31,Police Department,Police,11,2,2018,11
Prisons,174777577,2018,Target Budget,YTD,2017-12-31,Philadelphia Prison System,Prisons,23,2,2018,23
Procurement,2262102,2018,Target Budget,YTD,2017-12-31,Procurement Department,Procurement,38,2,2018,38
Public Health,86769894,2018,Target Budget,YTD,2017-12-31,Department of Public Health,Public Health,14,2,2018,14
Public Property,24244728,2018,Target Budget,YTD,2017-12-31,Department of Public Property,Public Property,20,2,2018,20
Public Property-SEPTA Subsidy,41374000,2018,Target Budget,YTD,2017-12-31,Public Property: SEPTA Subsidy,,20SS,2,2018,20
Public Property-Space Rentals,18661337,2018,Target Budget,YTD,2017-12-31,Public Property: Space Rentals,,20SR,2,2018,20
