dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
Employee Benefits: Tool Allowance,91825.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Tool Allowance,35-EB-TA,,4,2013,35
Employee Benefits: Unemployment Compensation,5164594.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,,4,2013,35
Employee Benefits: Anticipated Workforce Savings (1),0.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Anticipated Workforce Savings,35-EB-AWS,,4,2013,35
Fire,195049508.0,2012,Actual,Full Year,2012-06-30,Fire Department,13,Fire,4,2013,13
First Judicial District,116949256.0,2012,Actual,Full Year,2012-06-30,First Judicial District,84,FJD,4,2013,84
Fleet Management,49626911.0,2012,Actual,Full Year,2012-06-30,Office of Fleet Management,25,Fleet,4,2013,25
Fleet Management - Vehicle Purchases,6288709.0,2012,Actual,Full Year,2012-06-30,Fleet: Vehicle Lease/Purchases,25-V,,4,2013,25
Free Library,33268796.0,2012,Actual,Full Year,2012-06-30,The Free Library of Philadelphia,52,Free Library,4,2013,52
Historical Commission,358585.0,2012,Actual,Full Year,2012-06-30,Historical Commission,32,,4,2013,32
Hero Award,28000.0,2012,Actual,Full Year,2012-06-30,Finance: Hero Scholarship Awards,35-HA,,4,2013,35
Human Relations Commission,1829869.0,2012,Actual,Full Year,2012-06-30,Commission on Human Relations,54,Human Relations,4,2013,54
Human Services,101929326.0,2012,Actual,Full Year,2012-06-30,Department of Human Services,22,DHS,4,2013,22
Indemnities,32606842.0,2012,Actual,Full Year,2012-06-30,Finance: Indemnities,35-IN,,4,2013,35
Law,14349764.0,2012,Actual,Full Year,2012-06-30,Law Department,44,Law,4,2013,44
Legal Services Icl. Defender Association,37066187.0,2012,Actual,Full Year,2012-06-30,MDO: Legal Services,10-LS,,4,2013,10
Licenses & Inspections,21176304.0,2012,Actual,Full Year,2012-06-30,Department of Licenses and Inspections,26,L&I,4,2013,26
Managing Director (MDO),21722694.0,2012,Actual,Full Year,2012-06-30,Managing Director's Office,10,MDO,4,2013,10
Mayor,3513955.0,2012,Actual,Full Year,2012-06-30,Mayor's Office,05,Mayor,4,2013,05
Mayor - Office of Arts and Culture,2661728.0,2012,Actual,Full Year,2012-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2013,58
Mayor - Office of the Inspector General,1239132.0,2012,Actual,Full Year,2012-06-30,Office of the Inspector General,48,OIG,4,2013,48
Mayor - Office of Labor Relations,516883.0,2012,Actual,Full Year,2012-06-30,Labor,03,,4,2013,03
Mayor - Scholarships,184000.0,2012,Actual,Full Year,2012-06-30,Mayor's Office: Scholarships,05-S,,4,2013,05
Mayor's Office of Community Services,0.0,2012,Actual,Full Year,2012-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2013,08
Mayor's Office of Transportation,498499.0,2012,Actual,Full Year,2012-06-30,Mayor's Office of Transportation and Utilities,46,,4,2013,46
Mural Arts Program,996477.0,2012,Actual,Full Year,2012-06-30,Mural Arts Program,50,Mural Arts,4,2013,50
Off. of Behavioral Hith.& Intellectual Disability,14239814.0,2012,Actual,Full Year,2012-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2013,15
Office of Housing and Comm. Developmt.,4213107.0,2012,Actual,Full Year,2012-06-30,Office of Housing and Community Development,06,,4,2013,06
Office of Human Resources,4945223.0,2012,Actual,Full Year,2012-06-30,Office of Human Resources,56,OHR,4,2013,56
Office of Innovation and Technology,63271541.0,2012,Actual,Full Year,2012-06-30,Office of Innovation and Technology,04,OIT,4,2013,04
Office of Property Assessment,7967720.0,2012,Actual,Full Year,2012-06-30,Office of Property Assessment,59,OPA,4,2013,59
Office of Supportive Housing,38347615.0,2012,Actual,Full Year,2012-06-30,Office of Homeless Services,24,OHS,4,2013,24
Parks and Recreation,45369290.0,2012,Actual,Full Year,2012-06-30,Department of Parks and Recreation,16,Parks & Recreation,4,2013,16
Police,552292087.0,2012,Actual,Full Year,2012-06-30,Police Department,11,Police,4,2013,11
Prisons,231522589.0,2012,Actual,Full Year,2012-06-30,Philadelphia Prison System,23,Prisons,4,2013,23
Procurement,4460528.0,2012,Actual,Full Year,2012-06-30,Procurement Department,38,Procurement,4,2013,38
Public Health,107184796.0,2012,Actual,Full Year,2012-06-30,Department of Public Health,14,Public Health,4,2013,14
Public Property,53167614.0,2012,Actual,Full Year,2012-06-30,Department of Public Property,20,Public Property,4,2013,20
Public Property - SEPTA Subsidy,66360000.0,2012,Actual,Full Year,2012-06-30,Public Property: SEPTA Subsidy,20-SS,,4,2013,20
Public Property - Space Rentais,16795777.0,2012,Actual,Full Year,2012-06-30,Public Property: Space Rentals,20-SR,,4,2013,20
Public Property - Utilities,31157967.0,2012,Actual,Full Year,2012-06-30,Public Property: Utilities,20-U,,4,2013,20
Records,3840761.0,2012,Actual,Full Year,2012-06-30,Department of Records,31,Records,4,2013,31
Refunds,382.0,2012,Actual,Full Year,2012-06-30,Finance: Refunds,35-R,,4,2013,35
Register of Wills,3311831.0,2012,Actual,Full Year,2012-06-30,Register of Wills,68,,4,2013,68
Revenue,18821178.0,2012,Actual,Full Year,2012-06-30,Department of Revenue,36,Revenue,4,2013,36
Sheriff,15445690.0,2012,Actual,Full Year,2012-06-30,Office of the Sheriff,70,Sheriff,4,2013,70
Sinking Fund (Debt Service),201045528.0,2012,Actual,Full Year,2012-06-30,Sinking Fund Commission,37,Sinking Fund,4,2013,37
Streets,24063025.0,2012,Actual,Full Year,2012-06-30,Streets Department,12,Streets,4,2013,12
Streets Sanitation,91814084.0,2012,Actual,Full Year,2012-06-30,Streets: Sanitation,12-S,,4,2013,12
Witness Fees,140479.0,2012,Actual,Full Year,2012-06-30,Finance: Witness Fees,35-WF,,4,2013,35
Youth Commission,41737.0,2012,Actual,Full Year,2012-06-30,Youth Commission,47,,4,2013,47
Zoning Board of Adjustment,366353.0,2012,Actual,Full Year,2012-06-30,Zoning Board of Adjustments,30,ZBA,4,2013,30
Zoning Code Commission,216237.0,2012,Actual,Full Year,2012-06-30,Zoning Code Commission,57,,4,2013,57
Art Museum Subsidy,2300000.0,2013,Adopted Budget,Full Year,2013-06-30,Art Museum,34,,4,2013,34
Atwater Kent Museum,268630.0,2013,Adopted Budget,Full Year,2013-06-30,Atwater Kent Museum,18,Atwater Kent,4,2013,18
Auditing (City Controller's Office),7449931.0,2013,Adopted Budget,Full Year,2013-06-30,City Controller's Office,61,,4,2013,61
Board of Building Standards,70169.0,2013,Adopted Budget,Full Year,2013-06-30,L&I: Board of Building and Standards,29,,4,2013,29
Board of Ethics,898000.0,2013,Adopted Budget,Full Year,2013-06-30,Board of Ethics,45,,4,2013,45
Board of L & I Revlew,152607.0,2013,Adopted Budget,Full Year,2013-06-30,L&I: Board of Review,27,,4,2013,27
Board of Revision of Taxes,708540.0,2013,Adopted Budget,Full Year,2013-06-30,Board of Revision of Taxes,63,BRT,4,2013,63
City Commissioners (Election Board),8847093.0,2013,Adopted Budget,Full Year,2013-06-30,City Commissioner's Office,73,City Commissioners,4,2013,73
City Council,35549272.0,2013,Adopted Budget,Full Year,2013-06-30,City Council,01,,4,2013,01
City Planning Commission,2212057.0,2013,Adopted Budget,Full Year,2013-06-30,City Planning Commission,51,,4,2013,51
City Representative,889611.0,2013,Adopted Budget,Full Year,2013-06-30,Office of the City Representative,41,City Rep,4,2013,41
City Treasurer,886605.0,2013,Adopted Budget,Full Year,2013-06-30,Office of the City Treasurer,40,City Treasurer,4,2013,40
Civil Service Commission,166903.0,2013,Adopted Budget,Full Year,2013-06-30,Civil Service Commission,55,,4,2013,55
Commerce,2681813.0,2013,Adopted Budget,Full Year,2013-06-30,Office of the Director of Commerce,42,Commerce,4,2013,42
Commerce-Economic Stimulus,1294448.0,2013,Adopted Budget,Full Year,2013-06-30,Commerce: Economic Stimulus,42-ES,,4,2013,42
Community College Subsldy,25409207.0,2013,Adopted Budget,Full Year,2013-06-30,Finance: Community College Subsidy,35-CC,,4,2013,35
Convention Center Subsidy,15000000.0,2013,Adopted Budget,Full Year,2013-06-30,Commerce: Convention Center Subsidy,42-CC,,4,2013,42
District Attorney,31054996.0,2013,Adopted Budget,Full Year,2013-06-30,District Attorney's Office,69,DAO,4,2013,69
Finance,12980135.0,2013,Adopted Budget,Full Year,2013-06-30,Office of the Director of Finance,35,Finance,4,2013,35
Finance - Contribution to the School District,48990000.0,2013,Adopted Budget,Full Year,2013-06-30,Finance: School District Contribution,35-SD,,4,2013,35
Finance - Employee Benefits,1118256727.0,2013,Adopted Budget,Full Year,2013-06-30,Finance: Employee Benefits,35-EB,Employee Benefits,4,2013,35
Employee Benefits: Employee Disability,58294301.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Employee Disability,35-EB-DIS,,4,2013,35
Employee Benefits: FICA,64893903.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: FICA,35-EB-FICA,,4,2013,35
Employee Benefits: Flex Cash Payments,1000000.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,,4,2013,35
Employee Benefits: Group Legal,4134000.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Group Legal,35-EB-GL,,4,2013,35
Employee Benefits: Group Life Insurance,7750000.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Group Life Insurance,35-EB-GLI,,4,2013,35
Employee Benefits: Health / Medical,357440044.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Health/Medical,35-EB-HM,,4,2013,35
Employee Benefits: Pension,522007030.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Pension,35-EB-PEN,,4,2013,35
Employee Benefits: Pension Obligation Bonds,107099189.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,,4,2013,35
Employee Benefits: Tool Allowance,125000.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Tool Allowance,35-EB-TA,,4,2013,35
Employee Benefits: Unemployment Compensation,5580260.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,,4,2013,35
Employee Benefits: Anticipated Workforce Savings (1),-10067000.0,2013,Adopted Budget,Full Year,2013-06-30,Employee Benefits: Anticipated Workforce Savings,35-EB-AWS,,4,2013,35
Fire,189305204.0,2013,Adopted Budget,Full Year,2013-06-30,Fire Department,13,Fire,4,2013,13
First Judicial District,101370322.0,2013,Adopted Budget,Full Year,2013-06-30,First Judicial District,84,FJD,4,2013,84
Fleet Management,44909814.0,2013,Adopted Budget,Full Year,2013-06-30,Office of Fleet Management,25,Fleet,4,2013,25
Fleet Management - Vehicle Purchases,10465000.0,2013,Adopted Budget,Full Year,2013-06-30,Fleet: Vehicle Lease/Purchases,25-V,,4,2013,25
Free Library,33682773.0,2013,Adopted Budget,Full Year,2013-06-30,The Free Library of Philadelphia,52,Free Library,4,2013,52
Historical Commission,387784.0,2013,Adopted Budget,Full Year,2013-06-30,Historical Commission,32,,4,2013,32
Hero Award,25000.0,2013,Adopted Budget,Full Year,2013-06-30,Finance: Hero Scholarship Awards,35-HA,,4,2013,35
Human Relations Commission,1998475.0,2013,Adopted Budget,Full Year,2013-06-30,Commission on Human Relations,54,Human Relations,4,2013,54
Human Services,111037535.0,2013,Adopted Budget,Full Year,2013-06-30,Department of Human Services,22,DHS,4,2013,22
Indemnities,32457600.0,2013,Adopted Budget,Full Year,2013-06-30,Finance: Indemnities,35-IN,,4,2013,35
Law,12770544.0,2013,Adopted Budget,Full Year,2013-06-30,Law Department,44,Law,4,2013,44
Legal Services Icl. Defender Association,37066187.0,2013,Adopted Budget,Full Year,2013-06-30,MDO: Legal Services,10-LS,,4,2013,10
Licenses & Inspections,21660905.0,2013,Adopted Budget,Full Year,2013-06-30,Department of Licenses and Inspections,26,L&I,4,2013,26
Managing Director (MDO),32410375.0,2013,Adopted Budget,Full Year,2013-06-30,Managing Director's Office,10,MDO,4,2013,10
Mayor,3711177.0,2013,Adopted Budget,Full Year,2013-06-30,Mayor's Office,05,Mayor,4,2013,05
Mayor - Office of Arts and Culture,2670238.0,2013,Adopted Budget,Full Year,2013-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2013,58
Mayor - Office of the Inspector General,1255822.0,2013,Adopted Budget,Full Year,2013-06-30,Office of the Inspector General,48,OIG,4,2013,48
Mayor - Office of Labor Relations,541368.0,2013,Adopted Budget,Full Year,2013-06-30,Labor,03,,4,2013,03
Mayor - Scholarships,200000.0,2013,Adopted Budget,Full Year,2013-06-30,Mayor's Office: Scholarships,05-S,,4,2013,05
Mayor's Office of Community Services,0.0,2013,Adopted Budget,Full Year,2013-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2013,08
Mayor's Office of Transportation,545915.0,2013,Adopted Budget,Full Year,2013-06-30,Mayor's Office of Transportation and Utilities,46,,4,2013,46
Mural Arts Program,940800.0,2013,Adopted Budget,Full Year,2013-06-30,Mural Arts Program,50,Mural Arts,4,2013,50
Off. of Behavioral Hith.& Intellectual Disability,14271572.0,2013,Adopted Budget,Full Year,2013-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2013,15
Office of Housing and Comm. Developmt.,2520000.0,2013,Adopted Budget,Full Year,2013-06-30,Office of Housing and Community Development,06,,4,2013,06
Office of Human Resources,5347459.0,2013,Adopted Budget,Full Year,2013-06-30,Office of Human Resources,56,OHR,4,2013,56
Office of Innovation and Technology,70044250.0,2013,Adopted Budget,Full Year,2013-06-30,Office of Innovation and Technology,04,OIT,4,2013,04
Office of Property Assessment,11714752.0,2013,Adopted Budget,Full Year,2013-06-30,Office of Property Assessment,59,OPA,4,2013,59
Office of Supportive Housing,39640736.0,2013,Adopted Budget,Full Year,2013-06-30,Office of Homeless Services,24,OHS,4,2013,24
Parks and Recreation,47781231.0,2013,Adopted Budget,Full Year,2013-06-30,Department of Parks and Recreation,16,Parks & Recreation,4,2013,16
Police,556818243.0,2013,Adopted Budget,Full Year,2013-06-30,Police Department,11,Police,4,2013,11
Prisons,227850603.0,2013,Adopted Budget,Full Year,2013-06-30,Philadelphia Prison System,23,Prisons,4,2013,23
Procurement,4151574.0,2013,Adopted Budget,Full Year,2013-06-30,Procurement Department,38,Procurement,4,2013,38
Public Health,111646321.0,2013,Adopted Budget,Full Year,2013-06-30,Department of Public Health,14,Public Health,4,2013,14
Public Property,65028173.0,2013,Adopted Budget,Full Year,2013-06-30,Department of Public Property,20,Public Property,4,2013,20
Public Property - SEPTA Subsidy,66360000.0,2013,Adopted Budget,Full Year,2013-06-30,Public Property: SEPTA Subsidy,20-SS,,4,2013,20
Public Property - Space Rentais,17267661.0,2013,Adopted Budget,Full Year,2013-06-30,Public Property: Space Rentals,20-SR,,4,2013,20
Public Property - Utilities,32015165.0,2013,Adopted Budget,Full Year,2013-06-30,Public Property: Utilities,20-U,,4,2013,20
Records,4009212.0,2013,Adopted Budget,Full Year,2013-06-30,Department of Records,31,Records,4,2013,31
Refunds,250000.0,2013,Adopted Budget,Full Year,2013-06-30,Finance: Refunds,35-R,,4,2013,35
Register of Wills,3331292.0,2013,Adopted Budget,Full Year,2013-06-30,Register of Wills,68,,4,2013,68
Revenue,19337750.0,2013,Adopted Budget,Full Year,2013-06-30,Department of Revenue,36,Revenue,4,2013,36
Sheriff,14088657.0,2013,Adopted Budget,Full Year,2013-06-30,Office of the Sheriff,70,Sheriff,4,2013,70
Sinking Fund (Debt Service),222473567.0,2013,Adopted Budget,Full Year,2013-06-30,Sinking Fund Commission,37,Sinking Fund,4,2013,37
Streets,27248278.0,2013,Adopted Budget,Full Year,2013-06-30,Streets Department,12,Streets,4,2013,12
Streets Sanitation,84569823.0,2013,Adopted Budget,Full Year,2013-06-30,Streets: Sanitation,12-S,,4,2013,12
Witness Fees,171518.0,2013,Adopted Budget,Full Year,2013-06-30,Finance: Witness Fees,35-WF,,4,2013,35
Youth Commission,94080.0,2013,Adopted Budget,Full Year,2013-06-30,Youth Commission,47,,4,2013,47
Zoning Board of Adjustment,355501.0,2013,Adopted Budget,Full Year,2013-06-30,Zoning Board of Adjustments,30,ZBA,4,2013,30
Zoning Code Commission,0.0,2013,Adopted Budget,Full Year,2013-06-30,Zoning Code Commission,57,,4,2013,57
Art Museum Subsidy,2300000.0,2013,Target Budget,Full Year,2013-06-30,Art Museum,34,,4,2013,34
Atwater Kent Museum,270163.0,2013,Target Budget,Full Year,2013-06-30,Atwater Kent Museum,18,Atwater Kent,4,2013,18
Auditing (City Controller's Office),7665486.0,2013,Target Budget,Full Year,2013-06-30,City Controller's Office,61,,4,2013,61
Board of Building Standards,70941.0,2013,Target Budget,Full Year,2013-06-30,L&I: Board of Building and Standards,29,,4,2013,29
Board of Ethics,908942.0,2013,Target Budget,Full Year,2013-06-30,Board of Ethics,45,,4,2013,45
Board of L & I Revlew,159296.0,2013,Target Budget,Full Year,2013-06-30,L&I: Board of Review,27,,4,2013,27
Board of Revision of Taxes,715175.0,2013,Target Budget,Full Year,2013-06-30,Board of Revision of Taxes,63,BRT,4,2013,63
City Commissioners (Election Board),8878534.0,2013,Target Budget,Full Year,2013-06-30,City Commissioner's Office,73,City Commissioners,4,2013,73
City Council,15635737.0,2013,Target Budget,Full Year,2013-06-30,City Council,01,,4,2013,01
City Planning Commission,2257415.0,2013,Target Budget,Full Year,2013-06-30,City Planning Commission,51,,4,2013,51
City Representative,1012690.0,2013,Target Budget,Full Year,2013-06-30,Office of the City Representative,41,City Rep,4,2013,41
City Treasurer,896096.0,2013,Target Budget,Full Year,2013-06-30,Office of the City Treasurer,40,City Treasurer,4,2013,40
Civil Service Commission,167682.0,2013,Target Budget,Full Year,2013-06-30,Civil Service Commission,55,,4,2013,55
Commerce,2676277.0,2013,Target Budget,Full Year,2013-06-30,Office of the Director of Commerce,42,Commerce,4,2013,42
