dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
Office of Innovation and Technology,General,255,0,2014,Actual,YTD,2013-09-30,255,Office of Innovation and Technology,04,OIT,1,2014,04
Office of the Inspector General,General,18,0,2014,Actual,YTD,2013-09-30,18,Office of the Inspector General,48,OIG,1,2014,48
Office of Property Assessment,General,173,0,2014,Actual,YTD,2013-09-30,173,Office of Property Assessment,59,OPA,1,2014,59
Office of Supportive Housing,General,146,0,2014,Actual,YTD,2013-09-30,146,Office of Homeless Services,24,OHS,1,2014,24
Parks and Recreation,General,600,0,2014,Actual,YTD,2013-09-30,600,Department of Parks and Recreation,16,Parks & Recreation,1,2014,16
Prisons,General,2317,0,2014,Actual,YTD,2013-09-30,2317,Philadelphia Prison System,23,Prisons,1,2014,23
Procurement,General,46,0,2014,Actual,YTD,2013-09-30,46,Procurement Department,38,Procurement,1,2014,38
Public Health,General,672,0,2014,Actual,YTD,2013-09-30,672,Department of Public Health,14,Public Health,1,2014,14
Public Property,General,126,0,2014,Actual,YTD,2013-09-30,126,Department of Public Property,20,Public Property,1,2014,20
Records,General,60,0,2014,Actual,YTD,2013-09-30,60,Department of Records,31,Records,1,2014,31
Register of Wills,General,63,0,2014,Actual,YTD,2013-09-30,63,Register of Wills,68,,1,2014,68
Revenue,General,274,0,2014,Actual,YTD,2013-09-30,274,Department of Revenue,36,Revenue,1,2014,36
Sheriff,General,245,0,2014,Actual,YTD,2013-09-30,245,Office of the Sheriff,70,Sheriff,1,2014,70
Streets - Sanitation,General,1161,0,2014,Actual,YTD,2013-09-30,1161,Streets: Sanitation,12-S,,1,2014,12
Streets - Transportation,General,517,0,2014,Actual,YTD,2013-09-30,517,Streets: Transportation,12-T,,1,2014,12
Water,General,0,0,2014,Actual,YTD,2013-09-30,0,Water Department,28,Water,1,2014,28
Youth Commission,General,2,0,2014,Actual,YTD,2013-09-30,2,Youth Commission,47,,1,2014,47
Atwater Kent Museum,Other,0,0,2014,Actual,YTD,2013-09-30,0,Atwater Kent Museum,18,Atwater Kent,1,2014,18
Auditing (City Controller's Office),Other,0,0,2014,Actual,YTD,2013-09-30,0,City Controller's Office,61,,1,2014,61
Board of Ethics,Other,0,0,2014,Actual,YTD,2013-09-30,0,Board of Ethics,45,,1,2014,45
Board of Pensions,Other,53,0,2014,Actual,YTD,2013-09-30,53,Board of Pensions,53,Pensions,1,2014,53
Board of Revision of Taxes,Other,0,0,2014,Actual,YTD,2013-09-30,0,Board of Revision of Taxes,63,BRT,1,2014,63
City Commissioners (Election Board),Other,0,0,2014,Actual,YTD,2013-09-30,0,City Commissioner's Office,73,City Commissioners,1,2014,73
City Council,Other,0,0,2014,Actual,YTD,2013-09-30,0,City Council,01,,1,2014,01
City Planning Commission,Other,3,0,2014,Actual,YTD,2013-09-30,3,City Planning Commission,51,,1,2014,51
City Representative,Other,0,0,2014,Actual,YTD,2013-09-30,0,Office of the City Representative,41,City Rep,1,2014,41
City Treasurer,Other,0,0,2014,Actual,YTD,2013-09-30,0,Office of the City Treasurer,40,City Treasurer,1,2014,40
Civil Service Commission,Other,0,0,2014,Actual,YTD,2013-09-30,0,Civil Service Commission,55,,1,2014,55
Commerce,Other,773,0,2014,Actual,YTD,2013-09-30,773,Office of the Director of Commerce,42,Commerce,1,2014,42
Finance,Other,0,0,2014,Actual,YTD,2013-09-30,0,Office of the Director of Finance,35,Finance,1,2014,35
First Judicial District,Other,440,0,2014,Actual,YTD,2013-09-30,440,First Judicial District,84,FJD,1,2014,84
Fleet Management,Other,70,0,2014,Actual,YTD,2013-09-30,70,Office of Fleet Management,25,Fleet,1,2014,25
Free Library,Other,22,0,2014,Actual,YTD,2013-09-30,22,The Free Library of Philadelphia,52,Free Library,1,2014,52
Historical Commission,Other,0,0,2014,Actual,YTD,2013-09-30,0,Historical Commission,32,,1,2014,32
Human Relations Commission,Other,0,0,2014,Actual,YTD,2013-09-30,0,Commission on Human Relations,54,Human Relations,1,2014,54
Human Services (1),Other,1229,0,2014,Actual,YTD,2013-09-30,1229,Department of Human Services,22,DHS,1,2014,22
"Labor Relations, Mayor's Office of",Other,0,0,2014,Actual,YTD,2013-09-30,0,Labor,03,,1,2014,03
Law,Other,52,0,2014,Actual,YTD,2013-09-30,52,Law Department,44,Law,1,2014,44
Licenses & Inspections,Other,7,0,2014,Actual,YTD,2013-09-30,7,Department of Licenses and Inspections,26,L&I,1,2014,26
L&I-Board of Building Standards,Other,0,0,2014,Actual,YTD,2013-09-30,0,L&I: Board of Building and Standards,29,,1,2014,29
L&I-Board of L & I Review,Other,0,0,2014,Actual,YTD,2013-09-30,0,L&I: Board of Review,27,,1,2014,27
L&I-Zoning Board of Adjustment,Other,0,0,2014,Actual,YTD,2013-09-30,0,Zoning Board of Adjustments,30,ZBA,1,2014,30
Managing Director's Office,Other,25,0,2014,Actual,YTD,2013-09-30,25,Managing Director's Office,10,MDO,1,2014,10
Mayor's Office,Other,3,0,2014,Actual,YTD,2013-09-30,3,Mayor's Office,05,Mayor,1,2014,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,63,0,2014,Actual,YTD,2013-09-30,63,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2014,08
Mayor's Office of Transportation & Utilities,Other,2,0,2014,Actual,YTD,2013-09-30,2,Mayor's Office of Transportation and Utilities,46,,1,2014,46
Mural Arts Program,Other,0,0,2014,Actual,YTD,2013-09-30,0,Mural Arts Program,50,Mural Arts,1,2014,50
Office of Arts and Culture,Other,0,0,2014,Actual,YTD,2013-09-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2014,58
Office of Behavioral Hith/Intel. disAbility,Other,228,0,2014,Actual,YTD,2013-09-30,228,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2014,15
Office of Housing & Comm. Development,Other,58,0,2014,Actual,YTD,2013-09-30,58,Office of Housing and Community Development,06,,1,2014,06
Office of Human Resources,Other,0,0,2014,Actual,YTD,2013-09-30,0,Office of Human Resources,56,OHR,1,2014,56
Office of Innovation and Technology,Other,67,0,2014,Actual,YTD,2013-09-30,67,Office of Innovation and Technology,04,OIT,1,2014,04
Office of the Inspector General,Other,0,0,2014,Actual,YTD,2013-09-30,0,Office of the Inspector General,48,OIG,1,2014,48
Office of Property Assessment,Other,0,0,2014,Actual,YTD,2013-09-30,0,Office of Property Assessment,59,OPA,1,2014,59
Office of Supportive Housing,Other,8,0,2014,Actual,YTD,2013-09-30,8,Office of Homeless Services,24,OHS,1,2014,24
Parks and Recreation,Other,21,0,2014,Actual,YTD,2013-09-30,21,Department of Parks and Recreation,16,Parks & Recreation,1,2014,16
Prisons,Other,0,0,2014,Actual,YTD,2013-09-30,0,Philadelphia Prison System,23,Prisons,1,2014,23
Procurement,Other,0,0,2014,Actual,YTD,2013-09-30,0,Procurement Department,38,Procurement,1,2014,38
Public Health,Other,167,0,2014,Actual,YTD,2013-09-30,167,Department of Public Health,14,Public Health,1,2014,14
Public Property,Other,0,0,2014,Actual,YTD,2013-09-30,0,Department of Public Property,20,Public Property,1,2014,20
Records,Other,0,0,2014,Actual,YTD,2013-09-30,0,Department of Records,31,Records,1,2014,31
Register of Wills,Other,0,0,2014,Actual,YTD,2013-09-30,0,Register of Wills,68,,1,2014,68
Revenue,Other,232,0,2014,Actual,YTD,2013-09-30,232,Department of Revenue,36,Revenue,1,2014,36
Sheriff,Other,0,0,2014,Actual,YTD,2013-09-30,0,Office of the Sheriff,70,Sheriff,1,2014,70
Streets - Sanitation,Other,0,0,2014,Actual,YTD,2013-09-30,0,Streets: Sanitation,12-S,,1,2014,12
Streets - Transportation,Other,0,0,2014,Actual,YTD,2013-09-30,0,Streets: Transportation,12-T,,1,2014,12
Water,Other,1689,0,2014,Actual,YTD,2013-09-30,1689,Water Department,28,Water,1,2014,28
Youth Commission,Other,0,0,2014,Actual,YTD,2013-09-30,0,Youth Commission,47,,1,2014,47
Atwater Kent Museum,Total,4,0,2014,Actual,YTD,2013-09-30,4,Atwater Kent Museum,18,Atwater Kent,1,2014,18
Auditing (City Controller's Office),Total,116,0,2014,Actual,YTD,2013-09-30,116,City Controller's Office,61,,1,2014,61
Board of Ethics,Total,9,0,2014,Actual,YTD,2013-09-30,9,Board of Ethics,45,,1,2014,45
Board of Pensions,Total,53,0,2014,Actual,YTD,2013-09-30,53,Board of Pensions,53,Pensions,1,2014,53
Board of Revision of Taxes,Total,8,0,2014,Actual,YTD,2013-09-30,8,Board of Revision of Taxes,63,BRT,1,2014,63
City Commissioners (Election Board),Total,84,0,2014,Actual,YTD,2013-09-30,84,City Commissioner's Office,73,City Commissioners,1,2014,73
City Council,Total,175,0,2014,Actual,YTD,2013-09-30,175,City Council,01,,1,2014,01
City Planning Commission,Total,34,0,2014,Actual,YTD,2013-09-30,34,City Planning Commission,51,,1,2014,51
City Representative,Total,7,0,2014,Actual,YTD,2013-09-30,7,Office of the City Representative,41,City Rep,1,2014,41
City Treasurer,Total,14,0,2014,Actual,YTD,2013-09-30,14,Office of the City Treasurer,40,City Treasurer,1,2014,40
Civil Service Commission,Total,2,0,2014,Actual,YTD,2013-09-30,2,Civil Service Commission,55,,1,2014,55
Commerce,Total,793,0,2014,Actual,YTD,2013-09-30,793,Office of the Director of Commerce,42,Commerce,1,2014,42
Finance,Total,167,0,2014,Actual,YTD,2013-09-30,167,Office of the Director of Finance,35,Finance,1,2014,35
First Judicial District,Total,2327,0,2014,Actual,YTD,2013-09-30,2327,First Judicial District,84,FJD,1,2014,84
Fleet Management,Total,343,0,2014,Actual,YTD,2013-09-30,343,Office of Fleet Management,25,Fleet,1,2014,25
Free Library,Total,628,0,2014,Actual,YTD,2013-09-30,628,The Free Library of Philadelphia,52,Free Library,1,2014,52
Historical Commission,Total,4,0,2014,Actual,YTD,2013-09-30,4,Historical Commission,32,,1,2014,32
Human Relations Commission,Total,30,0,2014,Actual,YTD,2013-09-30,30,Commission on Human Relations,54,Human Relations,1,2014,54
Human Services (1),Total,1577,0,2014,Actual,YTD,2013-09-30,1577,Department of Human Services,22,DHS,1,2014,22
"Labor Relations, Mayor's Office of",Total,7,0,2014,Actual,YTD,2013-09-30,7,Labor,03,,1,2014,03
Law,Total,194,0,2014,Actual,YTD,2013-09-30,194,Law Department,44,Law,1,2014,44
Licenses & Inspections,Total,305,0,2014,Actual,YTD,2013-09-30,305,Department of Licenses and Inspections,26,L&I,1,2014,26
L&I-Board of Building Standards,Total,1,0,2014,Actual,YTD,2013-09-30,1,L&I: Board of Building and Standards,29,,1,2014,29
L&I-Board of L & I Review,Total,2,0,2014,Actual,YTD,2013-09-30,2,L&I: Board of Review,27,,1,2014,27
L&I-Zoning Board of Adjustment,Total,5,0,2014,Actual,YTD,2013-09-30,5,Zoning Board of Adjustments,30,ZBA,1,2014,30
Managing Director's Office,Total,294,0,2014,Actual,YTD,2013-09-30,294,Managing Director's Office,10,MDO,1,2014,10
Mayor's Office,Total,48,0,2014,Actual,YTD,2013-09-30,48,Mayor's Office,05,Mayor,1,2014,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,63,0,2014,Actual,YTD,2013-09-30,63,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2014,08
Mayor's Office of Transportation & Utilities,Total,15,0,2014,Actual,YTD,2013-09-30,15,Mayor's Office of Transportation and Utilities,46,,1,2014,46
Mural Arts Program,Total,11,0,2014,Actual,YTD,2013-09-30,11,Mural Arts Program,50,Mural Arts,1,2014,50
Office of Arts and Culture,Total,2,0,2014,Actual,YTD,2013-09-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2014,58
Office of Behavioral Hith/Intel. disAbility,Total,244,0,2014,Actual,YTD,2013-09-30,244,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2014,15
Office of Housing & Comm. Development,Total,58,0,2014,Actual,YTD,2013-09-30,58,Office of Housing and Community Development,06,,1,2014,06
Office of Human Resources,Total,77,0,2014,Actual,YTD,2013-09-30,77,Office of Human Resources,56,OHR,1,2014,56
Office of Innovation and Technology,Total,322,0,2014,Actual,YTD,2013-09-30,322,Office of Innovation and Technology,04,OIT,1,2014,04
Office of the Inspector General,Total,18,0,2014,Actual,YTD,2013-09-30,18,Office of the Inspector General,48,OIG,1,2014,48
Office of Property Assessment,Total,173,0,2014,Actual,YTD,2013-09-30,173,Office of Property Assessment,59,OPA,1,2014,59
Office of Supportive Housing,Total,154,0,2014,Actual,YTD,2013-09-30,154,Office of Homeless Services,24,OHS,1,2014,24
Parks and Recreation,Total,621,0,2014,Actual,YTD,2013-09-30,621,Department of Parks and Recreation,16,Parks & Recreation,1,2014,16
Prisons,Total,2317,0,2014,Actual,YTD,2013-09-30,2317,Philadelphia Prison System,23,Prisons,1,2014,23
Procurement,Total,46,0,2014,Actual,YTD,2013-09-30,46,Procurement Department,38,Procurement,1,2014,38
Public Health,Total,839,0,2014,Actual,YTD,2013-09-30,839,Department of Public Health,14,Public Health,1,2014,14
Public Property,Total,126,0,2014,Actual,YTD,2013-09-30,126,Department of Public Property,20,Public Property,1,2014,20
Records,Total,60,0,2014,Actual,YTD,2013-09-30,60,Department of Records,31,Records,1,2014,31
Register of Wills,Total,63,0,2014,Actual,YTD,2013-09-30,63,Register of Wills,68,,1,2014,68
Revenue,Total,506,0,2014,Actual,YTD,2013-09-30,506,Department of Revenue,36,Revenue,1,2014,36
Sheriff,Total,245,0,2014,Actual,YTD,2013-09-30,245,Office of the Sheriff,70,Sheriff,1,2014,70
Streets - Sanitation,Total,1161,0,2014,Actual,YTD,2013-09-30,1161,Streets: Sanitation,12-S,,1,2014,12
Streets - Transportation,Total,517,0,2014,Actual,YTD,2013-09-30,517,Streets: Transportation,12-T,,1,2014,12
Water,Total,1689,0,2014,Actual,YTD,2013-09-30,1689,Water Department,28,Water,1,2014,28
Youth Commission,Total,2,0,2014,Actual,YTD,2013-09-30,2,Youth Commission,47,,1,2014,47
Police,General,795,6306,2014,Actual,YTD,2013-09-30,7101,Police Department,11,Police,1,2014,11
Police,Other,11,154,2014,Actual,YTD,2013-09-30,165,Police Department,11,Police,1,2014,11
Police,Total,806,6460,2014,Actual,YTD,2013-09-30,7266,Police Department,11,Police,1,2014,11
Fire,General,101,2038,2014,Actual,YTD,2013-09-30,2139,Fire Department,13,Fire,1,2014,13
Fire,Other,3,66,2014,Actual,YTD,2013-09-30,69,Fire Department,13,Fire,1,2014,13
Fire,Total,104,2104,2014,Actual,YTD,2013-09-30,2208,Fire Department,13,Fire,1,2014,13
District Attorney,General,411,13,2014,Actual,YTD,2013-09-30,424,District Attorney's Office,69,DAO,1,2014,69
District Attorney,Other,88,10,2014,Actual,YTD,2013-09-30,98,District Attorney's Office,69,DAO,1,2014,69
District Attorney,Total,499,23,2014,Actual,YTD,2013-09-30,522,District Attorney's Office,69,DAO,1,2014,69
Atwater Kent Museum,General,4,0,2012,Actual,Full Year,2012-06-30,4,Atwater Kent Museum,18,Atwater Kent,4,2013,18
Auditing (City Controller's Office),General,111,0,2012,Actual,Full Year,2012-06-30,111,City Controller's Office,61,,4,2013,61
Board of Building Standards,General,1,0,2012,Actual,Full Year,2012-06-30,1,L&I: Board of Building and Standards,29,,4,2013,29
Board of Ethics,General,8,0,2012,Actual,Full Year,2012-06-30,8,Board of Ethics,45,,4,2013,45
Board of L & I Review,General,2,0,2012,Actual,Full Year,2012-06-30,2,L&I: Board of Review,27,,4,2013,27
Board of Pensions,General,0,0,2012,Actual,Full Year,2012-06-30,0,Board of Pensions,53,Pensions,4,2013,53
Board of Revision of Taxes,General,8,0,2012,Actual,Full Year,2012-06-30,8,Board of Revision of Taxes,63,BRT,4,2013,63
City Commissioners (Election Board),General,91,0,2012,Actual,Full Year,2012-06-30,91,City Commissioner's Office,73,City Commissioners,4,2013,73
City Council,General,175,0,2012,Actual,Full Year,2012-06-30,175,City Council,01,,4,2013,01
City Planning Commission,General,34,0,2012,Actual,Full Year,2012-06-30,34,City Planning Commission,51,,4,2013,51
City Representative,General,6,0,2012,Actual,Full Year,2012-06-30,6,Office of the City Representative,41,City Rep,4,2013,41
City Treasurer,General,14,0,2012,Actual,Full Year,2012-06-30,14,Office of the City Treasurer,40,City Treasurer,4,2013,40
Civil Service Commission,General,2,0,2012,Actual,Full Year,2012-06-30,2,Civil Service Commission,55,,4,2013,55
Commerce,General,18,0,2012,Actual,Full Year,2012-06-30,18,Office of the Director of Commerce,42,Commerce,4,2013,42
Finance,General,156,0,2012,Actual,Full Year,2012-06-30,156,Office of the Director of Finance,35,Finance,4,2013,35
First Judicial District,General,1957,0,2012,Actual,Full Year,2012-06-30,1957,First Judicial District,84,FJD,4,2013,84
Fleet Management,General,268,0,2012,Actual,Full Year,2012-06-30,268,Office of Fleet Management,25,Fleet,4,2013,25
Free Library,General,608,0,2012,Actual,Full Year,2012-06-30,608,The Free Library of Philadelphia,52,Free Library,4,2013,52
Historical Commission,General,4,0,2012,Actual,Full Year,2012-06-30,4,Historical Commission,32,,4,2013,32
Human Relations Commission,General,29,0,2012,Actual,Full Year,2012-06-30,29,Commission on Human Relations,54,Human Relations,4,2013,54
Human Services (1),General,804,0,2012,Actual,Full Year,2012-06-30,804,Department of Human Services,22,DHS,4,2013,22
"Labor Relations, Mayor's Office of",General,8,0,2012,Actual,Full Year,2012-06-30,8,Labor,03,,4,2013,03
Law,General,105,0,2012,Actual,Full Year,2012-06-30,105,Law Department,44,Law,4,2013,44
Licenses & Inspections,General,298,0,2012,Actual,Full Year,2012-06-30,298,Department of Licenses and Inspections,26,L&I,4,2013,26
Managing Director (MDO),General,145,0,2012,Actual,Full Year,2012-06-30,145,Managing Director's Office,10,MDO,4,2013,10
Mayor,General,33,0,2012,Actual,Full Year,2012-06-30,33,Mayor's Office,05,Mayor,4,2013,05
Mayor - Office of Arts and Culture,General,2,0,2012,Actual,Full Year,2012-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,4,2013,58
Mayor - Office of the Inspector General,General,17,0,2012,Actual,Full Year,2012-06-30,17,Office of the Inspector General,48,OIG,4,2013,48
Mayor's Office of Comm. Svcs.,General,0,0,2012,Actual,Full Year,2012-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO,4,2013,08
Mayor's Office of Transportation,General,8,0,2012,Actual,Full Year,2012-06-30,8,Mayor's Office of Transportation and Utilities,46,,4,2013,46
Mural Arts Program,General,11,0,2012,Actual,Full Year,2012-06-30,11,Mural Arts Program,50,Mural Arts,4,2013,50
Off. of Behavioral Hith/Mental Retard. Svcs.,General,19,0,2012,Actual,Full Year,2012-06-30,19,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,4,2013,15
Office of Human Resources,General,80,0,2012,Actual,Full Year,2012-06-30,80,Office of Human Resources,56,OHR,4,2013,56
Office of Innovation and Technology,General,255,0,2012,Actual,Full Year,2012-06-30,255,Office of Innovation and Technology,04,OIT,4,2013,04
Office of Property Assessment,General,157,0,2012,Actual,Full Year,2012-06-30,157,Office of Property Assessment,59,OPA,4,2013,59
Off.ot Supportive Housing,General,147,0,2012,Actual,Full Year,2012-06-30,147,Office of Homeless Services,24,OHS,4,2013,24
Office of Housing and Community Develop.,General,0,0,2012,Actual,Full Year,2012-06-30,0,Office of Housing and Community Development,06,,4,2013,06
Parks and Recreation,General,574,0,2012,Actual,Full Year,2012-06-30,574,Department of Parks and Recreation,16,Parks & Recreation,4,2013,16
Prisons,General,2144,0,2012,Actual,Full Year,2012-06-30,2144,Philadelphia Prison System,23,Prisons,4,2013,23
Procurement,General,45,0,2012,Actual,Full Year,2012-06-30,45,Procurement Department,38,Procurement,4,2013,38
Public Health,General,669,0,2012,Actual,Full Year,2012-06-30,669,Department of Public Health,14,Public Health,4,2013,14
