category,fiscal_month,amount,fiscal_year,quarter,month
Total Capital Funds,10,172.0,2014,3,4
Consolidated Cash,10,476.6,2014,3,4
General Fund,11,374.4,2014,3,5
Grants Fund,11,-72.8,2014,3,5
Community Development,11,-5.9,2014,3,5
Vehicle Rental Tax,11,6.1,2014,3,5
Hospital Assessment Fund,11,7.0,2014,3,5
Housing Trust Fund,11,13.8,2014,3,5
Other Funds,11,13.6,2014,3,5
Total Operating Funds,11,336.2,2014,3,5
Capital Improvement,11,160.5,2014,3,5
Industrial and Commercial Development,11,3.3,2014,3,5
Total Capital Funds,11,163.8,2014,3,5
Consolidated Cash,11,500.0,2014,3,5
General Fund,12,316.1,2014,3,6
Grants Fund,12,-88.4,2014,3,6
Community Development,12,-7.0,2014,3,6
Vehicle Rental Tax,12,6.6,2014,3,6
Hospital Assessment Fund,12,6.7,2014,3,6
Housing Trust Fund,12,14.2,2014,3,6
Other Funds,12,29.8,2014,3,6
Total Operating Funds,12,278.0,2014,3,6
Capital Improvement,12,153.0,2014,3,6
Industrial and Commercial Development,12,3.3,2014,3,6
Total Capital Funds,12,156.3,2014,3,6
Consolidated Cash,12,434.3,2014,3,6
General Fund,1,414.8,2014,2,7
Grants Fund,1,-67.5,2014,2,7
Community Development,1,-6.0,2014,2,7
Vehicle Rental Tax,1,6.8,2014,2,7
Hospital Assessment Fund,1,11.8,2014,2,7
Housing Trust Fund,1,16.5,2014,2,7
Other Funds,1,7.0,2014,2,7
Total Operating Funds,1,383.5,2014,2,7
Capital Improvement,1,230.0,2014,2,7
Industrial and Commercial Development,1,3.6,2014,2,7
Total Capital Funds,1,233.7,2014,2,7
Consolidated Cash,1,617.1,2014,2,7
General Fund,2,378.2,2014,2,8
Grants Fund,2,14.5,2014,2,8
Community Development,2,-4.4,2014,2,8
Vehicle Rental Tax,2,7.4,2014,2,8
Hospital Assessment Fund,2,10.3,2014,2,8
Housing Trust Fund,2,17.4,2014,2,8
Other Funds,2,11.9,2014,2,8
Total Operating Funds,2,435.3,2014,2,8
Capital Improvement,2,228.8,2014,2,8
Industrial and Commercial Development,2,3.6,2014,2,8
Total Capital Funds,2,232.5,2014,2,8
Consolidated Cash,2,667.8,2014,2,8
General Fund,3,433.3,2014,2,9
Grants Fund,3,23.5,2014,2,9
Community Development,3,-4.1,2014,2,9
Vehicle Rental Tax,3,2.9,2014,2,9
Hospital Assessment Fund,3,9.9,2014,2,9
Housing Trust Fund,3,18.0,2014,2,9
Other Funds,3,33.1,2014,2,9
Total Operating Funds,3,516.6,2014,2,9
Capital Improvement,3,228.0,2014,2,9
Industrial and Commercial Development,3,3.9,2014,2,9
Total Capital Funds,3,232.0,2014,2,9
Consolidated Cash,3,748.5,2014,2,9
General Fund,4,324.4,2014,2,10
Grants Fund,4,-17.9,2014,2,10
Community Development,4,-4.0,2014,2,10
Vehicle Rental Tax,4,3.3,2014,2,10
Hospital Assessment Fund,4,9.3,2014,2,10
Housing Trust Fund,4,18.0,2014,2,10
Other Funds,4,35.0,2014,2,10
Total Operating Funds,4,368.2,2014,2,10
Capital Improvement,4,212.7,2014,2,10
Industrial and Commercial Development,4,3.9,2014,2,10
Total Capital Funds,4,216.6,2014,2,10
Consolidated Cash,4,584.8,2014,2,10
General Fund,5,212.1,2014,2,11
Grants Fund,5,-78.3,2014,2,11
Community Development,5,-3.8,2014,2,11
Vehicle Rental Tax,5,3.8,2014,2,11
Hospital Assessment Fund,5,9.0,2014,2,11
Housing Trust Fund,5,17.8,2014,2,11
Other Funds,5,16.4,2014,2,11
Total Operating Funds,5,177.1,2014,2,11
Capital Improvement,5,203.1,2014,2,11
Industrial and Commercial Development,5,3.9,2014,2,11
Total Capital Funds,5,207.1,2014,2,11
Consolidated Cash,5,384.2,2014,2,11
General Fund,6,268.9,2014,2,12
Grants Fund,6,-116.1,2014,2,12
Community Development,6,-4.3,2014,2,12
Vehicle Rental Tax,6,4.2,2014,2,12
Hospital Assessment Fund,6,8.5,2014,2,12
Housing Trust Fund,6,18.1,2014,2,12
Other Funds,6,15.6,2014,2,12
Total Operating Funds,6,194.9,2014,2,12
Capital Improvement,6,196.7,2014,2,12
Industrial and Commercial Development,6,3.9,2014,2,12
Total Capital Funds,6,200.6,2014,2,12
Consolidated Cash,6,395.5,2014,2,12
General Fund,7,317.3,2014,2,1
Grants Fund,7,-125.2,2014,2,1
Community Development,7,-5.9,2014,2,1
Vehicle Rental Tax,7,4.6,2014,2,1
Hospital Assessment Fund,7,8.4,2014,2,1
Housing Trust Fund,7,18.3,2014,2,1
Other Funds,7,15.4,2014,2,1
Total Operating Funds,7,232.8,2014,2,1
Capital Improvement,7,187.0,2014,2,1
Industrial and Commercial Development,7,3.9,2014,2,1
Total Capital Funds,7,190.9,2014,2,1
Consolidated Cash,7,423.7,2014,2,1
General Fund,8,499.2,2014,2,2
Grants Fund,8,-120.5,2014,2,2
Community Development,8,-3.9,2014,2,2
Vehicle Rental Tax,8,5.0,2014,2,2
Hospital Assessment Fund,8,8.0,2014,2,2
Housing Trust Fund,8,18.3,2014,2,2
Other Funds,8,19.4,2014,2,2
Total Operating Funds,8,425.5,2014,2,2
Capital Improvement,8,178.9,2014,2,2
Industrial and Commercial Development,8,4.0,2014,2,2
Total Capital Funds,8,182.9,2014,2,2
Consolidated Cash,8,608.3,2014,2,2
General Fund,9,212.1,2014,2,3
Grants Fund,9,-86.4,2014,2,3
Community Development,9,-7.9,2014,2,3
Vehicle Rental Tax,9,5.3,2014,2,3
Hospital Assessment Fund,9,7.6,2014,2,3
Housing Trust Fund,9,18.4,2014,2,3
Other Funds,9,7.6,2014,2,3
Total Operating Funds,9,156.7,2014,2,3
Capital Improvement,9,174.5,2014,2,3
Industrial and Commercial Development,9,4.0,2014,2,3
Total Capital Funds,9,178.5,2014,2,3
Consolidated Cash,9,335.2,2014,2,3
General Fund,10,353.8,2014,2,4
Grants Fund,10,-91.4,2014,2,4
Community Development,10,-3.3,2014,2,4
Vehicle Rental Tax,10,5.7,2014,2,4
Hospital Assessment Fund,10,7.3,2014,2,4
Housing Trust Fund,10,17.0,2014,2,4
Other Funds,10,15.6,2014,2,4
Total Operating Funds,10,304.6,2014,2,4
Capital Improvement,10,168.0,2014,2,4
Industrial and Commercial Development,10,4.0,2014,2,4
Total Capital Funds,10,172.0,2014,2,4
Consolidated Cash,10,476.6,2014,2,4
General Fund,11,374.4,2014,2,5
Grants Fund,11,-72.8,2014,2,5
Community Development,11,-5.9,2014,2,5
Vehicle Rental Tax,11,6.1,2014,2,5
Hospital Assessment Fund,11,7.0,2014,2,5
Housing Trust Fund,11,13.8,2014,2,5
Other Funds,11,13.6,2014,2,5
Total Operating Funds,11,336.2,2014,2,5
Capital Improvement,11,160.5,2014,2,5
Industrial and Commercial Development,11,3.3,2014,2,5
Total Capital Funds,11,163.8,2014,2,5
Consolidated Cash,11,500.0,2014,2,5
General Fund,12,316.1,2014,2,6
Grants Fund,12,-88.4,2014,2,6
Community Development,12,-7.0,2014,2,6
Vehicle Rental Tax,12,6.6,2014,2,6
Hospital Assessment Fund,12,6.7,2014,2,6
Housing Trust Fund,12,14.2,2014,2,6
Other Funds,12,29.8,2014,2,6
Total Operating Funds,12,278.0,2014,2,6
Capital Improvement,12,153.0,2014,2,6
Industrial and Commercial Development,12,3.3,2014,2,6
Total Capital Funds,12,156.3,2014,2,6
Consolidated Cash,12,434.3,2014,2,6
General Fund,1,414.8,2014,1,7
Grants Fund,1,-67.5,2014,1,7
Community Development,1,-6.0,2014,1,7
Vehicle Rental Tax,1,6.8,2014,1,7
Hospital Assessment Fund,1,11.8,2014,1,7
Housing Trust Fund,1,16.5,2014,1,7
Other Funds,1,7.0,2014,1,7
Total Operating Funds,1,383.5,2014,1,7
Capital Improvement,1,230.0,2014,1,7
Industrial and Commercial Development,1,3.6,2014,1,7
Total Capital Funds,1,233.7,2014,1,7
Consolidated Cash,1,617.1,2014,1,7
General Fund,2,378.2,2014,1,8
Grants Fund,2,14.5,2014,1,8
Community Development,2,-4.4,2014,1,8
Vehicle Rental Tax,2,7.4,2014,1,8
Hospital Assessment Fund,2,10.3,2014,1,8
Housing Trust Fund,2,17.4,2014,1,8
Other Funds,2,11.9,2014,1,8
Total Operating Funds,2,435.3,2014,1,8
Capital Improvement,2,228.8,2014,1,8
Industrial and Commercial Development,2,3.6,2014,1,8
Total Capital Funds,2,232.5,2014,1,8
Consolidated Cash,2,667.8,2014,1,8
General Fund,3,433.3,2014,1,9
Grants Fund,3,23.5,2014,1,9
Community Development,3,-4.1,2014,1,9
Vehicle Rental Tax,3,2.9,2014,1,9
Hospital Assessment Fund,3,9.9,2014,1,9
Housing Trust Fund,3,18.0,2014,1,9
Other Funds,3,33.1,2014,1,9
Total Operating Funds,3,516.6,2014,1,9
Capital Improvement,3,228.0,2014,1,9
Industrial and Commercial Development,3,3.9,2014,1,9
Total Capital Funds,3,232.0,2014,1,9
Consolidated Cash,3,748.5,2014,1,9
General Fund,4,324.4,2014,1,10
Grants Fund,4,-17.9,2014,1,10
Community Development,4,-4.0,2014,1,10
Vehicle Rental Tax,4,3.3,2014,1,10
Hospital Assessment Fund,4,9.3,2014,1,10
Housing Trust Fund,4,18.0,2014,1,10
Other Funds,4,35.0,2014,1,10
Total Operating Funds,4,368.2,2014,1,10
Capital Improvement,4,212.7,2014,1,10
Industrial and Commercial Development,4,3.9,2014,1,10
Total Capital Funds,4,216.6,2014,1,10
Consolidated Cash,4,584.8,2014,1,10
General Fund,5,245.6,2014,1,11
Grants Fund,5,-103.3,2014,1,11
Community Development,5,-4.1,2014,1,11
Vehicle Rental Tax,5,3.8,2014,1,11
Hospital Assessment Fund,5,6.8,2014,1,11
Housing Trust Fund,5,15.4,2014,1,11
Other Funds,5,23.3,2014,1,11
Total Operating Funds,5,187.4,2014,1,11
Capital Improvement,5,205.2,2014,1,11
Industrial and Commercial Development,5,3.4,2014,1,11
Total Capital Funds,5,208.6,2014,1,11
Consolidated Cash,5,396.0,2014,1,11
General Fund,6,280.1,2014,1,12
Grants Fund,6,-162.3,2014,1,12
Community Development,6,-2.3,2014,1,12
Vehicle Rental Tax,6,4.2,2014,1,12
Hospital Assessment Fund,6,13.3,2014,1,12
Housing Trust Fund,6,14.6,2014,1,12
Other Funds,6,27.0,2014,1,12
Total Operating Funds,6,174.6,2014,1,12
Capital Improvement,6,197.7,2014,1,12
Industrial and Commercial Development,6,3.4,2014,1,12
Total Capital Funds,6,201.1,2014,1,12
Consolidated Cash,6,375.6,2014,1,12
General Fund,7,323.9,2014,1,1
Grants Fund,7,-175.5,2014,1,1
Community Development,7,-3.7,2014,1,1
Vehicle Rental Tax,7,4.7,2014,1,1
Hospital Assessment Fund,7,7.9,2014,1,1
Housing Trust Fund,7,14.4,2014,1,1
Other Funds,7,11.5,2014,1,1
Total Operating Funds,7,183.1,2014,1,1
Capital Improvement,7,190.2,2014,1,1
Industrial and Commercial Development,7,3.4,2014,1,1
Total Capital Funds,7,193.6,2014,1,1
Consolidated Cash,7,376.7,2014,1,1
General Fund,8,460.3,2014,1,2
Grants Fund,8,-212.9,2014,1,2
Community Development,8,-4.7,2014,1,2
Vehicle Rental Tax,8,5.0,2014,1,2
Hospital Assessment Fund,8,7.5,2014,1,2
Housing Trust Fund,8,14.6,2014,1,2
Other Funds,8,17.3,2014,1,2
Total Operating Funds,8,287.1,2014,1,2
Capital Improvement,8,182.7,2014,1,2
Industrial and Commercial Development,8,3.4,2014,1,2
Total Capital Funds,8,186.1,2014,1,2
Consolidated Cash,8,473.2,2014,1,2
General Fund,9,234.3,2014,1,3
Grants Fund,9,-124.7,2014,1,3
Community Development,9,-6.7,2014,1,3
Vehicle Rental Tax,9,5.4,2014,1,3
Hospital Assessment Fund,9,20.4,2014,1,3
Housing Trust Fund,9,14.2,2014,1,3
Other Funds,9,4.0,2014,1,3
Total Operating Funds,9,146.8,2014,1,3
Capital Improvement,9,175.2,2014,1,3
Industrial and Commercial Development,9,3.4,2014,1,3
Total Capital Funds,9,178.6,2014,1,3
Consolidated Cash,9,325.4,2014,1,3
General Fund,10,293.1,2014,1,4
Grants Fund,10,-134.8,2014,1,4
Community Development,10,-3.8,2014,1,4
Vehicle Rental Tax,10,5.8,2014,1,4
Hospital Assessment Fund,10,9.1,2014,1,4
Housing Trust Fund,10,13.9,2014,1,4
Other Funds,10,12.9,2014,1,4
Total Operating Funds,10,196.2,2014,1,4
Capital Improvement,10,167.7,2014,1,4
Industrial and Commercial Development,10,3.3,2014,1,4
Total Capital Funds,10,171.0,2014,1,4
Consolidated Cash,10,367.2,2014,1,4
General Fund,11,336.1,2014,1,5
Grants Fund,11,-72.8,2014,1,5
Community Development,11,-5.9,2014,1,5
Vehicle Rental Tax,11,6.2,2014,1,5
Hospital Assessment Fund,11,27.4,2014,1,5
Housing Trust Fund,11,13.8,2014,1,5
Other Funds,11,13.6,2014,1,5
Total Operating Funds,11,318.4,2014,1,5
Capital Improvement,11,160.2,2014,1,5
Industrial and Commercial Development,11,3.3,2014,1,5
Total Capital Funds,11,163.5,2014,1,5
Consolidated Cash,11,481.9,2014,1,5
General Fund,12,297.9,2014,1,6
Grants Fund,12,-88.4,2014,1,6
Community Development,12,-7.0,2014,1,6
Vehicle Rental Tax,12,6.7,2014,1,6
Hospital Assessment Fund,12,19.3,2014,1,6
Housing Trust Fund,12,14.2,2014,1,6
Other Funds,12,29.8,2014,1,6
Total Operating Funds,12,272.5,2014,1,6
Capital Improvement,12,152.7,2014,1,6
Industrial and Commercial Development,12,3.3,2014,1,6
Total Capital Funds,12,156.0,2014,1,6
Consolidated Cash,12,428.5,2014,1,6
General Fund,1,268.3,2013,4,7
Grants Fund,1,-80.8,2013,4,7
Community Development,1,-7.6,2013,4,7
Vehicle Rental Tax,1,6.4,2013,4,7
Hospital Assessment Fund,1,10.3,2013,4,7
Housing Trust Fund,1,12.2,2013,4,7
Other Funds,1,25.2,2013,4,7
Total Operating Funds,1,234.1,2013,4,7
Capital Improvement,1,96.8,2013,4,7
Industrial and Commercial Development,1,3.8,2013,4,7
Total Capital Funds,1,100.6,2013,4,7
Consolidated Cash,1,334.7,2013,4,7
General Fund,2,213.0,2013,4,8
Grants Fund,2,34.0,2013,4,8
Community Development,2,-5.1,2013,4,8
Vehicle Rental Tax,2,7.0,2013,4,8
Hospital Assessment Fund,2,9.6,2013,4,8
Housing Trust Fund,2,12.5,2013,4,8
Other Funds,2,30.9,2013,4,8
Total Operating Funds,2,301.8,2013,4,8
Capital Improvement,2,91.5,2013,4,8
Industrial and Commercial Development,2,3.8,2013,4,8
Total Capital Funds,2,95.3,2013,4,8
Consolidated Cash,2,397.1,2013,4,8
General Fund,3,270.2,2013,4,9
Grants Fund,3,41.6,2013,4,9
Community Development,3,-4.4,2013,4,9
Vehicle Rental Tax,3,7.5,2013,4,9
Hospital Assessment Fund,3,11.4,2013,4,9
Housing Trust Fund,3,13.0,2013,4,9
Other Funds,3,28.3,2013,4,9
Total Operating Funds,3,367.6,2013,4,9
Capital Improvement,3,90.1,2013,4,9
Industrial and Commercial Development,3,3.8,2013,4,9
Total Capital Funds,3,93.9,2013,4,9
Consolidated Cash,3,461.5,2013,4,9
General Fund,4,222.7,2013,4,10
Grants Fund,4,-8.6,2013,4,10
Community Development,4,2.6,2013,4,10
Vehicle Rental Tax,4,7.9,2013,4,10
Hospital Assessment Fund,4,10.8,2013,4,10
Housing Trust Fund,4,13.6,2013,4,10
Other Funds,4,39.3,2013,4,10
Total Operating Funds,4,288.3,2013,4,10
Capital Improvement,4,74.6,2013,4,10
Industrial and Commercial Development,4,4.1,2013,4,10
Total Capital Funds,4,78.7,2013,4,10
Consolidated Cash,4,367.0,2013,4,10
General Fund,5,175.1,2013,4,11
Grants Fund,5,-69.7,2013,4,11
Community Development,5,-5.9,2013,4,11
Vehicle Rental Tax,5,8.4,2013,4,11
Hospital Assessment Fund,5,10.4,2013,4,11
Housing Trust Fund,5,14.1,2013,4,11
Other Funds,5,25.2,2013,4,11
Total Operating Funds,5,157.6,2013,4,11
Capital Improvement,5,65.7,2013,4,11
Industrial and Commercial Development,5,4.1,2013,4,11
Total Capital Funds,5,69.8,2013,4,11
Consolidated Cash,5,227.3,2013,4,11
General Fund,6,278.0,2013,4,12
Grants Fund,6,-114.5,2013,4,12
Community Development,6,-1.9,2013,4,12
Vehicle Rental Tax,6,8.8,2013,4,12
Hospital Assessment Fund,6,30.8,2013,4,12
Housing Trust Fund,6,14.3,2013,4,12
Other Funds,6,27.9,2013,4,12
Total Operating Funds,6,243.4,2013,4,12
Capital Improvement,6,63.7,2013,4,12
Industrial and Commercial Development,6,4.1,2013,4,12
Total Capital Funds,6,67.8,2013,4,12
Consolidated Cash,6,311.2,2013,4,12
General Fund,7,328.7,2013,4,1
Grants Fund,7,-87.0,2013,4,1
Community Development,7,-3.2,2013,4,1
Vehicle Rental Tax,7,9.3,2013,4,1
Hospital Assessment Fund,7,9.1,2013,4,1
Housing Trust Fund,7,14.6,2013,4,1
Other Funds,7,12.9,2013,4,1
Total Operating Funds,7,284.4,2013,4,1
Capital Improvement,7,50.5,2013,4,1
Industrial and Commercial Development,7,4.1,2013,4,1
Total Capital Funds,7,54.6,2013,4,1
Consolidated Cash,7,339.0,2013,4,1
General Fund,8,547.0,2013,4,2
Grants Fund,8,-155.3,2013,4,2
Community Development,8,-5.6,2013,4,2
Vehicle Rental Tax,8,9.6,2013,4,2
Hospital Assessment Fund,8,8.5,2013,4,2
Housing Trust Fund,8,15.1,2013,4,2
Other Funds,8,-4.0,2013,4,2
Total Operating Funds,8,415.3,2013,4,2
Capital Improvement,8,42.0,2013,4,2
Industrial and Commercial Development,8,4.1,2013,4,2
Total Capital Funds,8,46.1,2013,4,2
Consolidated Cash,8,461.4,2013,4,2
General Fund,9,475.7,2013,4,3
Grants Fund,9,-61.7,2013,4,3
Community Development,9,-10.5,2013,4,3
Vehicle Rental Tax,9,5.0,2013,4,3
Hospital Assessment Fund,9,32.1,2013,4,3
Housing Trust Fund,9,15.0,2013,4,3
Other Funds,9,3.5,2013,4,3
Total Operating Funds,9,459.0,2013,4,3
Capital Improvement,9,34.3,2013,4,3
Industrial and Commercial Development,9,4.1,2013,4,3
Total Capital Funds,9,38.4,2013,4,3
Consolidated Cash,9,497.4,2013,4,3
General Fund,10,491.8,2013,4,4
Grants Fund,10,-34.7,2013,4,4
Community Development,10,-2.8,2013,4,4
Vehicle Rental Tax,10,5.4,2013,4,4
Hospital Assessment Fund,10,10.3,2013,4,4
Housing Trust Fund,10,15.4,2013,4,4
Other Funds,10,14.3,2013,4,4
Total Operating Funds,10,499.7,2013,4,4
Capital Improvement,10,23.8,2013,4,4
Industrial and Commercial Development,10,3.5,2013,4,4
Total Capital Funds,10,27.3,2013,4,4
Consolidated Cash,10,527.0,2013,4,4
General Fund,11,410.5,2013,4,5
Grants Fund,11,-36.0,2013,4,5
Community Development,11,-4.0,2013,4,5
Vehicle Rental Tax,11,5.8,2013,4,5
Hospital Assessment Fund,11,30.8,2013,4,5
Housing Trust Fund,11,15.3,2013,4,5
Other Funds,11,20.5,2013,4,5
Total Operating Funds,11,442.8,2013,4,5
Capital Improvement,11,25.0,2013,4,5
Industrial and Commercial Development,11,3.5,2013,4,5
Total Capital Funds,11,28.5,2013,4,5
Consolidated Cash,11,471.3,2013,4,5
General Fund,12,434.3,2013,4,6
Grants Fund,12,-48.3,2013,4,6
Community Development,12,-5.3,2013,4,6
Vehicle Rental Tax,12,6.3,2013,4,6
Hospital Assessment Fund,12,27.5,2013,4,6
Housing Trust Fund,12,15.8,2013,4,6
Other Funds,12,46.9,2013,4,6
Total Operating Funds,12,477.2,2013,4,6
Capital Improvement,12,23.0,2013,4,6
Industrial and Commercial Development,12,3.5,2013,4,6
Total Capital Funds,12,26.5,2013,4,6
Consolidated Cash,12,503.7,2013,4,6
General Fund,1,268.3,2013,3,7
Grants Fund,1,-80.8,2013,3,7
Community Development,1,-7.6,2013,3,7
Vehicle Rental Tax,1,6.4,2013,3,7
Hospital Assessment Fund,1,10.3,2013,3,7
Housing Trust Fund,1,12.2,2013,3,7
Other Funds,1,25.2,2013,3,7
Total Operating Funds,1,234.1,2013,3,7
Capital Improvement,1,96.8,2013,3,7
Industrial and Commercial Development,1,3.8,2013,3,7
Total Capital Funds,1,100.6,2013,3,7
Consolidated Cash,1,334.7,2013,3,7
General Fund,2,213.0,2013,3,8
Grants Fund,2,34.0,2013,3,8
Community Development,2,-5.1,2013,3,8
Vehicle Rental Tax,2,7.0,2013,3,8
Hospital Assessment Fund,2,9.6,2013,3,8
Housing Trust Fund,2,12.5,2013,3,8
Other Funds,2,30.9,2013,3,8
Total Operating Funds,2,301.8,2013,3,8
Capital Improvement,2,91.5,2013,3,8
Industrial and Commercial Development,2,3.8,2013,3,8
Total Capital Funds,2,95.3,2013,3,8
Consolidated Cash,2,397.1,2013,3,8
General Fund,3,270.2,2013,3,9
Grants Fund,3,41.6,2013,3,9
Community Development,3,-4.4,2013,3,9
Vehicle Rental Tax,3,7.5,2013,3,9
Hospital Assessment Fund,3,11.4,2013,3,9
Housing Trust Fund,3,13.0,2013,3,9
Other Funds,3,28.3,2013,3,9
Total Operating Funds,3,367.6,2013,3,9
Capital Improvement,3,90.1,2013,3,9
Industrial and Commercial Development,3,3.8,2013,3,9
Total Capital Funds,3,93.9,2013,3,9
Consolidated Cash,3,461.5,2013,3,9
General Fund,4,222.7,2013,3,10
Grants Fund,4,-8.6,2013,3,10
Community Development,4,2.6,2013,3,10
Vehicle Rental Tax,4,7.9,2013,3,10
Hospital Assessment Fund,4,10.8,2013,3,10
Housing Trust Fund,4,13.6,2013,3,10
Other Funds,4,39.3,2013,3,10
Total Operating Funds,4,288.3,2013,3,10
Capital Improvement,4,74.6,2013,3,10
Industrial and Commercial Development,4,4.1,2013,3,10
Total Capital Funds,4,78.7,2013,3,10
Consolidated Cash,4,367.0,2013,3,10
General Fund,5,175.1,2013,3,11
Grants Fund,5,-69.7,2013,3,11
Community Development,5,-5.9,2013,3,11
Vehicle Rental Tax,5,8.4,2013,3,11
Hospital Assessment Fund,5,10.4,2013,3,11
Housing Trust Fund,5,14.1,2013,3,11
Other Funds,5,25.2,2013,3,11
Total Operating Funds,5,157.6,2013,3,11
Capital Improvement,5,65.7,2013,3,11
Industrial and Commercial Development,5,4.1,2013,3,11
Total Capital Funds,5,69.8,2013,3,11
Consolidated Cash,5,227.3,2013,3,11
General Fund,6,278.0,2013,3,12
Grants Fund,6,-114.5,2013,3,12
Community Development,6,-1.9,2013,3,12
Vehicle Rental Tax,6,8.8,2013,3,12
Hospital Assessment Fund,6,30.8,2013,3,12
Housing Trust Fund,6,14.3,2013,3,12
Other Funds,6,27.9,2013,3,12
Total Operating Funds,6,243.4,2013,3,12
Capital Improvement,6,63.7,2013,3,12
Industrial and Commercial Development,6,4.1,2013,3,12
Total Capital Funds,6,67.8,2013,3,12
Consolidated Cash,6,311.2,2013,3,12
General Fund,7,328.7,2013,3,1
Grants Fund,7,-87.0,2013,3,1
Community Development,7,-3.2,2013,3,1
Vehicle Rental Tax,7,9.3,2013,3,1
Hospital Assessment Fund,7,9.1,2013,3,1
Housing Trust Fund,7,14.6,2013,3,1
Other Funds,7,12.9,2013,3,1
Total Operating Funds,7,284.4,2013,3,1
Capital Improvement,7,50.5,2013,3,1
Industrial and Commercial Development,7,4.1,2013,3,1
Total Capital Funds,7,54.6,2013,3,1
Consolidated Cash,7,339.0,2013,3,1
General Fund,8,547.0,2013,3,2
Grants Fund,8,-155.3,2013,3,2
Community Development,8,-5.6,2013,3,2
Vehicle Rental Tax,8,9.6,2013,3,2
Hospital Assessment Fund,8,8.5,2013,3,2
Housing Trust Fund,8,15.1,2013,3,2
Other Funds,8,-4.0,2013,3,2
Total Operating Funds,8,415.3,2013,3,2
Capital Improvement,8,42.0,2013,3,2
Industrial and Commercial Development,8,4.1,2013,3,2
Total Capital Funds,8,46.1,2013,3,2
Consolidated Cash,8,461.4,2013,3,2
General Fund,9,475.7,2013,3,3
Grants Fund,9,-61.7,2013,3,3
Community Development,9,-10.5,2013,3,3
Vehicle Rental Tax,9,5.0,2013,3,3
Hospital Assessment Fund,9,32.1,2013,3,3
Housing Trust Fund,9,15.0,2013,3,3
Other Funds,9,3.5,2013,3,3
Total Operating Funds,9,459.0,2013,3,3
Capital Improvement,9,34.3,2013,3,3
Industrial and Commercial Development,9,4.1,2013,3,3
Total Capital Funds,9,38.4,2013,3,3
Consolidated Cash,9,497.4,2013,3,3
General Fund,10,491.8,2013,3,4
Grants Fund,10,-34.7,2013,3,4
Community Development,10,-2.8,2013,3,4
Vehicle Rental Tax,10,5.4,2013,3,4
Hospital Assessment Fund,10,10.3,2013,3,4
Housing Trust Fund,10,15.4,2013,3,4
Other Funds,10,18.1,2013,3,4
Total Operating Funds,10,503.5,2013,3,4
Capital Improvement,10,23.8,2013,3,4
Industrial and Commercial Development,10,3.5,2013,3,4
Total Capital Funds,10,27.3,2013,3,4
Consolidated Cash,10,530.7,2013,3,4
General Fund,11,383.9,2013,3,5
Grants Fund,11,-106.3,2013,3,5
Community Development,11,-6.4,2013,3,5
Vehicle Rental Tax,11,4.9,2013,3,5
Hospital Assessment Fund,11,26.3,2013,3,5
Housing Trust Fund,11,13.3,2013,3,5
Other Funds,11,11.7,2013,3,5
Total Operating Funds,11,327.4,2013,3,5
